,0,1,2
2677,厌恶/disgust, ,"Okay tak kalau ebook pasni aku buat in Malay je, takut ada yang tak faham english."
2678,开心/happiness, ,"Happy New Year, semoga di 2020 ini akan menjadi pribadi yang lebih baik lagi "
2679,开心/happiness, ,"hayop taglay mo talaga yang ugaling yan no, kala ko ibang tao lang ginaganyan mo pati pala ako HAHAHAHAHAHAHA"
2680,害怕/fear, ,Semoga hujan cpt reda dan yang banjir cpt surut hujan di rumah w dr kmrn sore blm berhenti
2681,开心/happiness, ,AHHHHHH NGENTOSBSBSHSNSNNZNXBSNSMAKAM bikin kepikiran aje udah tau ni pala kaga bisa liat yang begitu. Heran
2682,喜欢/like, ,terimakasih untuk dunia yang tak pernah merasakan kasih sayang kedua orang tua tak merasakan keberadaan orang orang yang sedarah
2683,害怕/fear, ,"Akibat hujan tak kunjung henti, banyak tempat jadi banjir.. semoga lekas surut ya teman2 yang daerahnya kena banjir"
2684,开心/happiness, ,welcome 2020. semoga hujan yang hadir jadi awal keberkahan tahun ini. semoga banjirnya cepet surut! 
2685,害怕/fear, ,"takutnya akan berubahnya hati orang yang sedang menyayangi kita , semoga allah jaga hati orang yang aku sayang"
2686,伤心/sadness, ,"putra putri sakit hati, ayah ibu sendiri, komitmen lama mati, hubungan yang menyepi."
2687,开心/happiness, ,Happy new year mutualku yang baca tweet ini. Semoga taun ini semuanya dilancarkan ya 
2688,开心/happiness, ,"Happy new year, semoga tahun ini jadi tahun yang banyak membawa berkah ya untukkkk kita semuaa hihi"
2689,开心/happiness, ,Hallo.. Selamat siang nabilahJKT48 Semangat ya Sekolahnya Belajar yang bner biar jadi anak yang sukses ^^ . From; AdityaRiicky
2690,害怕/fear, ,Buat teman-teman yang kebanjiran. Gosok telapak kaki kalian dengan oil thieves dan peppermint yah. Stay safe everyone.
2691,惊喜/surprise, ,UJIAN terbesar bangsa ini adalah PEMIMPIN yang sibuk ngenyangin perut KRONI²nya...!!!
2692,开心/happiness, ,selamat tahun baru ya semua! semoga tahun ini jadi tahun yang lebih baik dari tahun sebelumnya!
2693,害怕/fear, ,"Yang banjir di luar, yang tenggelam chatmu di hpnya, kasian ketimbun sama yg kebih mapan"
2694,生气/anger, ,"cuma aku, bale dan kamu aja yang punya dunia ini mas adi, mereka numpang!!!"
2695,害怕/fear,厌恶/disgust,"Untuk yang sedang membenci gue, so sorry! Semoga suatu saat kita bisa saling berdamai."
2696,开心/happiness, ,"Menyambut tahun baru dengan melakukan dosa besar astaga , semoga dapat hidayah dan dilaknat oleh yang maha kuasa"
2697,喜欢/like, ,Pinter banget sih anak kecil yang satu ini /cium pipi kanannya/ gih tidur sayang /senyum sambil elusin pelan rambutnya/
2698,害怕/fear, ,"Banjir dimana-mana, beberapa temen kantorpun ada yang rumahnya kebanjiran. Semoga banjirnya lekas surut ya, Amin."
2699,喜欢/like, ,"hinggap di hatimu, aku mengibaratkan diri sebagai kupu-kupu. yang telah lupa caranya untuk terbang"
2700,开心/happiness, ,Selamat tahun baru juga Dio yang dedekable! Semoga selalu ingat sama Aira juga ya? 
2701,伤心/sadness, ,ada yang jual wg so hot first press mending beli apa nggak.............. mau nangis
2702,喜欢/like, ,cewek yang malem minggunya di rumah aja itu cantiknya gak ketulungan loh. (ʃ⌣ƪ)
2703,害怕/fear, ,"Selamat bertugas untuk para relawan/petugas yang harus berjibaku “mengamankan” banjir, love you "
2704,开心/happiness, ,Air tumpah yang mengalir tu ibarat rezeki yang mengalir. Make it positive sis  have a nice day!
2705,喜欢/like, ,"Oh angin, sampaikan rasa rinduku ini yang tak terucapkan padanya melalui dedaunan yang berbisik Teens_Yori"
2706,害怕/fear, ,Berkah hujannya merata.....coba kesejahteraan yang merata. Pasti every body willl be happy ya.....
2707,开心/happiness, ,"Oy selamat natal&tahun baru admin muslim cyber army,yuk ganti otak yang baru yuk"
2708,开心/happiness, ,Semoga tahun 2020 ni semakin ramai tahu ejaan yang betul ialah congrats dan bukannya congrates.
2709,害怕/fear, ,"Jangan salahin 1-2 orang, jelas ini salah kita semua. Stay safe yang terkena banjir"
2710,开心/happiness, ,Ah ya! Happy new year everyone! Semoga dipenuhi bahagia di tahun yang baru! 
2711,开心/happiness, ,Waa kat states baru masuk 2020 eh haha happy new year yang  baru je 3 minutes
2712,开心/happiness, ,"Halo mantan pakabs? Semoga bahagia ya, heppy nyu yer, langgeng ya sama yang sekarang haha #weweToT"
2713,开心/happiness, ,"Tuhan, Sesungguhnya, bahagia itu sederhana & masalah itu ribet. Jika ingin bahagia, sederhanakan masalah yang ada"
2714,伤心/sadness, ,"Cinta akan menggilas setiap orang yang mengikuti geraknya, tetapi tanpa gilasan cinta, hidup tiada terasa indah"
2715,喜欢/like, ,"Selamat pagi, yang bukan twit pertama tahun ini, semoga menjadi inspirasi untuk twit selanjutnya."
2716,开心/happiness, ,"Wellcome 2020, semoga awal yang baik buat gapai cita cita yang belum terwujud aamiin.."
2717,害怕/fear, ,Selalu ber hati-hati kawan yang terkena dampak banjir. Hubungi @BNPB_Indonesia bila keadaan semakin bahaya
2718,生气/anger, ,"Aku tak punya waktu untuk membenci orang yang membenciku, karena aku terlalu sibuk mencintai mereka yang mencintaiku."
2719,开心/happiness, ,selamat pagiiii. selamat memulai kisah baru. semoga tahun 2020 jadi tahun yang menyenangkan untuk kita semua 
2720,开心/happiness, ,Happy New Year guys! Benda yang sentiasa terbang dari dulu sampai 2020 ialah wang kita...bukan awang 
2721,害怕/fear, ,"#prayforJAKARTA semoga airnya segera masuk ke dalam bumi, seauai yang disabdakan pak Gubernur sewaktu kampanye"
2722,开心/happiness, ,YA ALLAH BU.. ini gemes bgt beneran deh... semoga mereka temenan sampai waktu yang lamaaaaaaaaaaa sampai beneran bestfriend
2723,开心/happiness, ,"Happy birthday, happy new year! Semoga 2020 jadi tahun yang baik ya. "
2724,害怕/fear, ,Semoga banjirnya segera surut dan semoga yang membutuhkan bantuan bisa mendapatkannya sesegera mungkin AAMIIN.
2725,害怕/fear, ,"stay safe kalian yang kebanjiraaan. jangan lupa amankan album, ls, dan printilan ya. "
2726,害怕/fear, ,Hwaa hatihati kawan kawan yang rumahnya msh terendam semoga gk ada yg rusak barang dan selalu sehat
2727,喜欢/like, ,"Kata yang paling merdu adalah namamu, hari yang paling indah terjadi karena senyummu. I love you."
2728,开心/happiness, ,Semoga 2020 aku bisa kasih senyuman yang paling bahagia dari ortuku kayak di gambar itu
2729,喜欢/like, ,Apa yang aku nak buat untuk 2020? Menabung dan terus menabung. Semoga istiqomah 
2730,生气/anger, ,kenapa Jakarta tidak membuat system drainase seperti diluar negeri yang gorong gorongnya luas untuk jalur air ?!!
2731,开心/happiness, ,tak percaya aku 22 tahun ni lagi tak percaya yang aku still single. hahahahahahahahahahahaha
2732,害怕/fear, ,"Semoga semua saudara kita yang terkena dampak banjir tetap tabah & selalu waspada, Utamakan keselamatan. #banjir2020"
2733,开心/happiness, ,"Terimakasih kembali dari abang yang paling ganteng ini, happy new year joy adeknya abang"
2734,开心/happiness, ,"Itu pasti yang ganggu jinhyuk pasti! Pasti banget! Perusak!  Btw, makasi membuat pagiku manis "
2735,开心/happiness, ,"pasangan yang baik pula, yg mengerti mbak dan yang nerima mbak apa adanya. semangat terus mbakk "
2736,开心/happiness, ,"Jika kamu gagal mendapatkan sesuatu, hanya satu hal yang harus kamu lakukan, coba lagi! - AGNEZ"
2737,害怕/fear, ,ko pemikirannya mentok ke negatif nya aja sih ? hujan besar juga kasihan yang kebanjiran cuk
2738,生气/anger, ,Kenapa yang terbayang sama aku dia kek pemandu sorak???? :')
2739,开心/happiness, ,"Hindi ako masama, pero malapit na pag pinukpok ko sa kanila yang torotot nila HAHAHA"
2740,厌恶/disgust, ,Bodoh sekali mereka itu Bieb...!!! Jika terjadi sesuatu maka petasan yang disalahkan. 
2741,生气/anger, ,Wait siapa yang buka go tennyang?????? :'''(((
2742,开心/happiness, ,Selamat tahun baru kepada semua kecuali kepada orang yang buang tisu dalam mangkuk toilet awam!!
2743,害怕/fear, ,"ARMY yang daerahnya lg kena banjir, stay safe ya. smg banjirnya cepet surut & bantuan cepat datang"
2744,开心/happiness, ,Hujan mengguyur hari pertama di dekade baru 2020. Semoga pertanda baik hidup kita yang berkelimpahan di tahun ini.
2745,开心/happiness, ,"Selamat malam saya ucapkan kepada para pendengar yang telah bergabung dengan FLASH101_FM, Radio Kita."
2746,开心/happiness, ,diputusin. tau ga rasanya jadi ga berguna nyalahin diri sendiri nangis terus terusan nah itu yang aku rasain HAHAHAHAHA
2747,开心/happiness, ,"Happy birthday ya kak semoga selalu sehat,selalu bahagia,panjang umur and apa yang diharapkan cepat terwujud aamiin"
2748,开心/happiness, ,"Selamat tahun baru! Semoga kesenangan akan datang dari hal-hal yang nyata, bukan secara virtual."
2749,开心/happiness, ,"Tahun ini juara yang ke 12 untuk kita pemain ke 12, mari buktikan!!! "
2750,开心/happiness, ,Art! Ada yang suka bikin kpop fanart di sini? Ayo mutualan! Fandom apa pun gak masalah.
2751,喜欢/like, ,Cintailah seperti kamu mencintai dirimu sendiri.. Dan juga sayangilah orang yang kamu sayangi seperti kamu menyayangi dirimu sendiri #Cinta
2752,开心/happiness, ,hahaha gg yang kena saman sebab tak pakai seatbelt belakang. 2020 memang dah kena pakai haha gg 
2753,开心/happiness, ,"Meneruskan kehidupan dengan baik, meskipun ada yang iri dan membenci Anda. Live on!"
2754,开心/happiness, ,Ahh noted Dan! Search ko yang sa ShippingCart. Thank you! Happy new year!
2755,开心/happiness, ,happy birthday paaaa yang ke 20 kei? hahahahahhaha cepat sikit tuo tu semoga panjang umur murah rezeki 
2756,开心/happiness, ,"Happy new year, Jeon!  semoga ada lebih banyak hal-hal baik yang terjadi di tahun ini."
2757,开心/happiness, ,Happy New Year kristiiii!!! Harapanku di 2020 semoga semakin banyak hal bagus yang terjadi pada kita semua 
2758,喜欢/like, ,"Orang bilang ""masih banyak ikan di laut"", tapi buatku cuma kamu yang berenang-renang di hatiku"
2759,喜欢/like, ,Lebih baik mencintai seseorang yang jauh tapi sangat menginginkan kebersamaan daripada seseorang yang dekat tapi tak peduli. #BOTNice
2760,喜欢/like, ,"Dalam satu hubungan cinta,hendaknya Satu pasangan dengan yang lain tidak merasa paling,saling."
2761,喜欢/like, ,"Menunggu CINTA mu itu seperti menunggu DAMRI jurusan kuburan, yang gak akan pernah datang.."
2762,开心/happiness, ,"Selamat pagi, semoga hari ini ada mimpi yang terwujud saat selamat malam hanya bisa mewujudkan harapan lewat mimpi"
2763,开心/happiness, ,Happy new year ate cams!! Sino man yang kaaway mo? Dali!kay pakainin ko ng yakee
2764,喜欢/like, ,"ika dia mencintaimu, dia tidak selingkuh. Dan jika dia selingkuh, apa pun yang dikatakannya adalah dusta"
2765,开心/happiness, ,"Klo lo mau jadi hebat, gak mesti hasil karya orang yang lo embat! Hahah"
2766,开心/happiness, ,Seneng liat kalian jg menikmati malam tahun baru yang indah. Happy new year hyung
2767,开心/happiness, ,"Heyy 2020 aku siap menghadapi mu apapun yang terjadi ditahun mu,,,SEMANGAT!!!!!"
2768,开心/happiness, ,"Saya tidak sabar datang ke Indonesia. Neotizen, yuk vote makanan apa yang mau saya cobain nanti? 哈哈哈哈"
2769,开心/happiness, ,Selamat Menyambut Tahun Baharu 2020. Semoga lebih ramai yang menjadi produktif & berjaya pada tahun ini.
2770,开心/happiness, ,Selamat datang di bulan januari untuk kalian yang sudah berusaha keras walau tetap sendiri.
2771,喜欢/like, ,"ada yang bilang “loveyou” ke anak ayam gua, tp di unsend  @falafyuuuuu"
2772,开心/happiness, ,WAHHHH THANK YOUUUUU. happy birthday juga yupi. semoga tahun ini yang baik baik aja buat kita 
2773,开心/happiness, ,"HAHAHAAHH ini lucu aku beneran ketawa. aku gapunya apa-apa yang dijadiin giveaway, hiks."
2774,伤心/sadness, ,"yya bener juga sih g salah,, kblik yang ada shua yang kemana hikd [mngis]"
2775,厌恶/disgust, ,"Tau? Aku sangat benci sendiri. Namun tak apa, karena yang lain pun tak peduli. #syquote"
2776,开心/happiness, ,HAHAHAHAHA mana kau tau gila yang aku tengok tu tik tok HAHAHAHAHAHAHAH wad de hek
2777,开心/happiness, ,2020 semoga lebih baik. Makin konsisten usahain apa yang diinginkan. Dah gitu aja
2778,开心/happiness, ,Okay masa untuk jadi novelist yang berjaya dan mampu menyandang tittle sasterawan negara 2056 !
2779,喜欢/like, ,"kau segalanya untukku, hanya kaulah yang ku cinta tiada yang lain selamanya hanya kau yang ada dihatiku"
2780,害怕/fear, ,"Semoga yang terkena banjir, banjir nya cepet surut, semuanya dalam lindungan allah swt, aamiin"
2781,生气/anger, ,Ot palagi yang mag react kareng story ku ini????????
2782,伤心/sadness, ,"Apa cuman aku yang mau nangis baca ini, seolah olah nct itu rendah banget "
2783,喜欢/like, ,Saya mencintai diri sendiri apa yang miliki pd tahun 2020. Semangat eplin.. #loveyourself
2784,厌恶/disgust, ,"Bersikap baiklah pada semua orang, bahkan mereka yang membencimu. Tunjukkan kamu cukup dewasa untuk memaafkan mereka."
2785,喜欢/like, ,"Gapapa nder, nanti akan ada seseorang yang bisa memahami kamu apapun kesalahan yang kamu buat. Stay strong!"
2786,生气/anger, ,sEDIH KNP??? ada yang gangguin kamu??? sini aku geplak orangna
2787,开心/happiness, ,"one it mutualan yukk yang gamasalah aku mulfan, rt aja yaa !! happy new year  /x1/"
2788,开心/happiness, ,"Juna! Makasih banyak ya! Hadiahnya doa aja, tapi doanya harus yang baik-baik ya?"
2789,开心/happiness, ,KOK CUTE BGT. happy new year seol happy new year semua yang ada disini
2790,开心/happiness, ,Jakarta kayanya rame Wisata Maritim Tahun Baru. Bangsa yang besar adalah bangsa yang basah. Semoga bahagia!!
2791,喜欢/like, ,"Hatimu memutuskan siapa yang bisa kau cintai, tapi sifatmu menentukan lamanya dia bisa mencintaimu"
2792,开心/happiness, ,betul ini la senior yang kita nak afiq ketua prs 2020!!!!!
2793,开心/happiness, ,"Happy new year , untuk kali ini saya tidak ada yang khusus diucapkan kepada seseorang."
2794,伤心/sadness, ,"BTS! my.. req au bts dong yang ngakak². comedy romance sabi lah, pengen balikin mood:("
2795,生气/anger,厌恶/disgust,"Dimana mana cowok yang jagain, tau. Masa aku yang jagain. Ogah aaahh"
2796,开心/happiness, ,Tahun Baru yang spesial hanya RASA BERSYUKUR pada Tuhan. Sisanya hanya Bonus! #happynewYear2020
2797,喜欢/like,开心/happiness,"Terbangun dari mimpi aku yang indah ternyata sudah pagi, pagi ini yang Hujan selamat beraktivitas all selamat pagi all"
2798,伤心/sadness, ,Mau ditahan-tahan juga pasti makin kangen soalnya kaya sama-sama tahu ini tuh moment-moment yang pas kalau diabisin barengan.
2799,害怕/fear, ,"dari jam 12 malem hujan gaberenti cuyyy take caree guyyss,  yang daerahnya suka banjir hari2 yaaa"
2800,伤心/sadness, ,"Doaku, semoga aku sembuh dan untuk dirimu, semoga menjadi orang yang lebih baik lagi."
2801,伤心/sadness, ,10. Anak IPA tapi benci pelajaran IPA khususnya yang eksak. Tapi aku suka pelajaran biologi.
2802,喜欢/like, ,"Teruslah berlari. Tapi jika kau lelah, tengoklah ke belakang.Ada aku yang selalu menantimu."
2803,伤心/sadness, ,"Gue nggak pernah nganuin yang begituan di aff, cuma join agency doang... udah gitu tuh ngapain?"
2804,伤心/sadness, ,Previewnya mini calendar kayak gimana? Udah hopeless nyari sharing desk calendar yang masih avail
2805,开心/happiness, ,Nemu aja pak yang ginian  . Sempet sempetnya pagi pagi udah sepedahan. Sehat selalu njih pak
2806,厌恶/disgust, ,"dengan sihirnya kepada seorangpun, kecuali dengan izin Allah. Dan mereka mempelajari sesuatu yang tidak"
2807,生气/anger, ,Daerah metland puri kering dari jam 9 pagi .. kenapa masih dimatiin sampai malam ? Kerjanya yang bener donk ...
2808,生气/anger, ,Duduk dikit dia minta nonton korea2an jir gua yang gapernah liat videonya jd liat gegara dia
2809,开心/happiness, ,"Thank You God, Karna udah ngasih cuaca berasa dipuncak untuk aku yang Tahun Baruan di rumah :)"
2810,害怕/fear, ,umur panjang itu sekali-kali tidak akan menjauhkannya daripada siksa. Allah Maha Mengetahui apa yang mereka
2811,害怕/fear, ,"Eh! mau nanya yang di Bandung, 372 Kopi yang di Setiabudi hari ini buka ga ya?"
2812,开心/happiness, ,"Ayub 1:21b ""TUHAN yang memberi, TUHAN yang mengambil, terpujilah nama TUHAN!"""
2813,厌恶/disgust, ,"Muka elu asam nies... Kebanyakan dosa, jadi warga jakarta yang nanggung akibatnya."
2814,惊喜/surprise, ,Cuma lewat ehh kaya kenal yaternyata kakak.Banyak banget yang mau sama kakak sampai heran aku tuh
2815,害怕/fear, ,Tiada masuk surga orang yang dalam hatinya terdapat sebesar biji sawi dari kesombongan. (HR. Muslim)
2816,伤心/sadness, ,"Salahkan alam, air, atau tanah yang tak mau menyerap air, hai puan?"
2817,厌恶/disgust, ,Buahaha.. ternyata.. makan anggaran buta lagi Glueberner.. makanya yang harusnya di naturalisasi itu Otaknya wan AIBONIC..
2818,伤心/sadness,生气/anger,"Belajarlah dari apa yang engkau katakan, karena aku adalah korban dari apa yang kau keluarkan dari mulutmu itu."
2819,害怕/fear, ,"Siap, semoga banjir yang mengepung jabar, bisa teratasi. Karena solusi banjir bukan bikin aplikasi. #sesuaiAplikasi"
2820,伤心/sadness, ,Aku masih sendiri karena aku menyimpan diriku untuk seseorang khusus yang sesuai bagi pengabdian cintaku
2821,害怕/fear, ,"Air nya yang 83,55 % gak bisa terserap, sehingga ngantri untuk masuk kedalam aliran air vertikal."
2822,生气/anger,伤心/sadness,emang beneran lagi sembelit meja:( aku capek udah nongkrong ngga ada juga yang keluar
2823,伤心/sadness, ,"Anak"" spaso masi kecil, ibunya dah gak ada, yang sabarr ya na"
2824,伤心/sadness, ,"""Balasan tuhan selalu adil. Sudahlah, jangan lagi berniat dan melakukan sesuatu yang buruk."" Erza Scarlet"
2825,喜欢/like, ,"Jangan pernah mempercayai orang yang anda cintai,tapi cintailah orang yang anda percayai."
2826,喜欢/like, ,Untuk memeriahkan datengnya tahun yg baru dan untuk menyemangati supaya lebih baik lagi di tahun yang  baru #SelamatTahunBaru2020
2827,生气/anger, ,"Ini gaada rp nya Jiho, yerin sama yaebin yang ngelove foto saya gitu."
2828,伤心/sadness, ,"Lebih baik single dan menyiapkan diri untuk cinta yang baik, daripada terikat dengan pacar yang cuek"
2829,喜欢/like, ,"Ibu adalah Malaikat tanpa sayap, yang tanpa mengeluh sedikitpun dalam merawat kita, walaupun kita sering mengeluh tentangnya."
2830,开心/happiness, ,"Selamat Tahun Baru juga, Kak! Bahagia selalu yaaaa di tahun ini dan di tahun-tahun yang akan datang!"
2831,伤心/sadness, ,Kenapa temen kampusku gaada yang seklop temen SMA :( jadi kangen temen SMA :(
2832,生气/anger,伤心/sadness,"Dulu kontakmu urutan paling atas diantara yang lain. Tp sekarang jangankan paling atas, ada aja kaga!"
2833,厌恶/disgust, ,Itu tuh harusnya kamu sadar aku yang menyelamatkan kamu dari kebodohan pengetahuan UWMA kamu aja yang pala batu nyegel -_-
2834,喜欢/like, ,Kebahagian hidup yang sebenarnya adalah hidup dengan rendah hati. (W.M. Thancheray)
2835,开心/happiness, ,ㅡ Semoga tahun ini jadi tahun yang baik dan mengundang much happiness for you.
2836,生气/anger, ,"""Yang paling aku benci adalah orang yang ingin mengambil hak kebebasanku."" -Kaito KID"
2837,开心/happiness, ,Semoga tahun 2020 move on dari pacar  yang sekarang. Yang jomblo move on ke single ya
2838,生气/anger, ,"Pada bilang daerahnya hujan terus, ada yang sampe banjir. Lah aku? Ini matahari serasa neraka bocor "
2839,喜欢/like, ,"Satu-satunya cara untuk melakukan pekerjaan besar adalah dengan mencintai apa yang Anda lakukan, walaupun sebenarnya anda membencinya."
2840,喜欢/like, ,Bersahabatlah dengan kesepian karena hanya disana kamu bisa menemukan apa yang sebenarnya yg kamu mau
2841,开心/happiness, ,Siiip lah.... perjuangan yg melelahkan tapi berakhir dengan Hasil yang Memuaskan..... Alhamdulillah......
2842,伤心/sadness, ,"""Waktu adalah hal yang mengerikan sebab kesedihan dan kegembiraan pun akan pergi dan hilang bersamanya.""-Masuyo Mamiya"
2843,害怕/fear, ,200101 buanjir + revisian yang tak kunjung kelar + belom belajar kedkel samsek pdhl jumat ujian
2844,开心/happiness,喜欢/like,Hujan dan mie rebus adalah perpaduan sempurna. Siapa yang hari ini sarapan pake mie rebus? #rebahanpertamadi2020
2845,喜欢/like, ,Nyanyian ibu untuk menidurkan anaknya ketika kecil adalah suara yang paling merdu di dunia.
2846,喜欢/like, ,"Mengungkapkan sesuatu gak harus dengan yang bagus tapi ribet, kadang"" yang simpel/minimalis juga keren"
2847,伤心/sadness, ,"Meskipun kita bersama ditempat yang sama, aku merasa seperti sendirian = Like Oxygen by Baek Ah Yeon"
2848,惊喜/surprise, ,"Dor! mau nanya dong, ada yang pernah beli iphone di ecommerce gaa? drop tokonya dong yang terpercaya"
2849,伤心/sadness, ,"berarti emang ya mau ngambil kemungkinan dari segi apapun, kisahnya yang treasure ini bakal tetep bad ending."
2850,惊喜/surprise, ,"Jx1! Wtb ch member yang ready ina, bisa shopee, siap kirim :)"
2851,喜欢/like, ,"Ya Allah, masukkan diriku pada golongan yang saleh, jadikanlah daku orang yang pandai bersyukur dalam kekurangan."
2852,伤心/sadness, ,Kita banyak membuang waktu mencari kekasih yang sempurna dari pada menciptakan cinta yang sempurna. -Black Cat
2853,伤心/sadness,生气/anger,gue pengen banget nangis di depan lo ! biar lo tuh tau rasa sakit yang gue alami :'(
2854,喜欢/like, ,“Aku mencintaimu karena Allah dan aku takkan pernah mau dipisahkan denganmu kecuali Allah yang memisahkan kita”
2855,惊喜/surprise, ,Kan yang ini pake stikernya badan laki laki. Ea mau jd laki laki?
2856,生气/anger, ,Itu dapet dr temen. Katanya tinggal post aja tau nya ada yg PNG ada yang ga kan kesel 
2857,喜欢/like, ,"twitter doang yang bisa bikin aku yakin kalo  itu beneran ada, dan rata2 dari mereka ganteng2"
2858,厌恶/disgust, ,"That's why gue rada males mutualan ama cowo, pada banyak yang kaga jelas dan sangean."
2859,喜欢/like, ,Satu hari bagi seorang pemimpin yang adil lebih utama daripada beribadah 60 tahun (HR Thabrani)
2860,伤心/sadness, ,"Minta maaf kepada seluruh bangsa, ini termasuk mega korupsi yang menggrogoti kehidupan berbangsa dan bernegara"
2861,伤心/sadness, ,RPA ada yang mau dengerin curhatan aku? Saya salah satu member SNSD reply aja ya nanti di dm
2862,惊喜/surprise,开心/happiness,Eh itu di list dispatch yang big 4 ada S S nya KOK GUE DEGDEGAN ANJIR
2863,喜欢/like, ,"hanya ibu yang mampu menerimaku,walaupun akutelah melakukan kesalahan besar,terima kasih ibu:)*bot"
2864,生气/anger, ,"kebelet pipis mulu gara-gara dingin, mager bgt jalannya?? Ini gak bisa wcnya yang nyamperin gue apa ya"
2865,伤心/sadness, ,"saat mulutku tak sanggup lagi membendung amarah yang ada, biar lah airmata yang bicara."
2866,害怕/fear, ,"ingatlah, kematian datang secara tiba-tiba. ada baiknya kita selalu berada di jalan yang benar"
2867,喜欢/like, ,"Untuk setiap menit yang Anda gunakan untuk mengeluh, ada 60 detik upaya untuk sukses yang hilang sia-sia"
2868,开心/happiness, ,Alhamdulillah tahun ini sudah 2020 semoga ada perubahan dalam kehidupan yang lebih baik lagi dari tahun sebelumnya ya Allah
2869,开心/happiness, ,"Tahun baru, bulan baru, hari baru, menit baru, detik baru, eh kamu punya yang baru"
2870,开心/happiness, ,Bukan kenal sih tapi tau dan ternyata memang orang yang sama wkwk folo2an di ig 
2871,喜欢/like, ,gaiseeeee ada yang tau akun yang buat filter x1? pngin nyoba pake filternya huhu
2872,喜欢/like, ,"Keluarga, adalah tempat dimana Orang yang menyayangi kita dan Mencintai kita diManapun berada -Sandy-"
2873,喜欢/like, ,"Ketika kamu memberi tumpangan kepada saudaraKu yang kebanjiran,  itu sama dengan kamu menampungKu...  "
2874,厌恶/disgust, ,"Ini semua yang kemaren pas pemilu ngakunya mau berjuang untuk rakyat, membawa perubahan, bla bla bla.. hahahahaaaaaasuuuuuuuu"
2875,喜欢/like, ,"Kalau sensitif mending yang oatmeal atau pink lemon. Soalnya scrubnya lembut, kecil-kecil gitu"
2876,生气/anger,厌恶/disgust,Terkadang saya ngakak dengan tingkah dan kebijakan yang dikeluarkan oleh para penguasa negeri ini.
2877,开心/happiness, ,Sekalian nasi uduk sama gorangan nya mbak.... hahaha semoga mbal nya di beri rezeki yang berlimpah
2878,开心/happiness, ,"Boleh pilih kedua"" nya gak yang satu pakek karet yang satu gak iya hahaha"
2879,开心/happiness, ,Ya Alhamdulillah uda surut karena tahun 2019 banjir sampe ada yang meninggal .. semoga baik baik semua 
2880,开心/happiness, ,"Mau album ikon yang return, wishnya semoga hanbin cepet comeback, amiin yaallah amiin"
2881,喜欢/like, ,Cinta yang tulus adalah ketika kamu tahu hatimu tersakiti sulit bagimu untuk melepaskan namanya dari dalam hati
2882,开心/happiness, ,"tahun sudah berganti, waktunya buat thread harian yang baru juga. Biar keren aja gitu wkwkwk"
2883,惊喜/surprise, ,ow nanti neo coffe mau buka stand kopi guys nanti lucas yang jaga sama layanin
2884,喜欢/like, ,"sayang kal juga, semoga apa yang kal mau ditahun ini bisa terwujud yaaa! <3333"
2885,喜欢/like,惊喜/surprise,"menurut aku sih visualnya yang diapresiasi banget, buat ceritanya ya b aja, tapi worth banget"
2886,害怕/fear, ,"Perasaan yang paling berbahaya adalah iri, karena iri hati melahirkan kebencian dan kebencian akan membunuhmu perlahan. FebbyBlink"
2887,生气/anger, ,"kenapa play victim sekali sih:( ke seolah"" disini gua yang jahat:("
2888,伤心/sadness, ,Untuk ke sekian kalinya dibilang mirip sama seseorang. Kayaknya emang muka ku yang terlalu mainstream
2889,喜欢/like, ,Aku pake dua-duanya. Bikin jerawat cepet kering. Udah itu doang ga ngefek ke yang lain.
2890,喜欢/like, ,"Apapun yang terjadi sama kamu, kita akan selalu ada disamping kamu love you SweetYoriChibi"
2891,开心/happiness,伤心/sadness,"Gimanapun 2019 harus disyukuri. Terlalu banyak kenangan manis, yang saking banyaknya sampai buatku sesak."
2892,伤心/sadness, ,"menjatuhkan hati pada orang yang salah, menyianyiakan banyak kesempatan, sering merasakan penyesalan."
2893,喜欢/like, ,Perlu orang-orang yang memberi dan menebar kebaikan. Biar bisa niru memberi dan menebar kebaikan juga
2894,喜欢/like, ,"Cuma tiga cinta yang tdk akan pernah berakhir: cinta ibu pd anaknya,cinta fitri dan cintaku padamu."
2895,伤心/sadness,喜欢/like,Ada kesedihan yang tidak bisa terungkap  tapi harus tetap maju melangkah ke arah yang lebih baik be better
2896,开心/happiness, ,btw selamat taun baru jugaa! semoga taun ini jadi taun yang baik buat kamu ya
2897,生气/anger, ,quotenya apalagi... sudah tidak waras fans. Giliran dia menang award gak ada yang hype sebanyak itu.
2898,喜欢/like, ,Minta doanya ya teman2 semoga kita semua diberikan yang terbaik ditahun ini!!! 
2899,惊喜/surprise, ,"Comment yang banyak yah, semakin banyak comment semakin banyak juga peluang buat menang, Sahabat. ^in"
2900,喜欢/like, ,Kawan sejati ialah orang yang mencintaimu meskipun telah mengenalmu dengan sebenar-benarnya iaitu baik dan burukmu.
2901,喜欢/like,开心/happiness,Giveaway end gais thanks yang sudah berpartisipasi semoga di lain waktu aku bisa melakukan giveaway lainya.
2902,喜欢/like, ,Tag orang yang sentiasa buat kau tersenyum dari awal tahun sampai akhir tahun 2019  Share post ni kat story korang
2903,厌恶/disgust, ,"Suka suka saya,pln aja belum kasih statement/surat kapan nyalanya,kok anda yang ribet?"
